Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,emb_idx,word_length
contractor,0,4.2,1.16,0,30,1.0,160,Noun,13666,10
liner,0,4.2,1.29,0,25,1.0,62,Noun,11197,5
mascot,0,4.2,1.13,0,30,1.0,84,Noun,13314,6
month,0,4.2,0.96,0,30,1.0,4854,Noun,3204,5
mutant,0,4.2,1.0,0,30,1.0,183,Noun,15527,6
peak,0,4.2,1.03,0,30,1.0,303,Noun,4672,4
poker,0,4.2,1.19,0,30,1.0,819,Noun,11662,5
vocalist,0,4.2,1.0,0,25,1.0,14,Noun,8032,8
adobe,0,4.19,1.17,2,28,0.93,24,Noun,18106,5
captain,0,4.19,1.13,0,26,1.0,10622,Noun,2952,7
cent,0,4.19,1.2,0,26,1.0,483,Noun,9358,4
cooking,0,4.19,0.92,0,27,1.0,1307,Noun,8434,7
flyer,0,4.19,0.83,0,27,1.0,173,Noun,23821,5
inmate,0,4.19,1.04,1,28,0.96,137,Noun,24467,6
lottery,0,4.19,1.0,0,27,1.0,344,Noun,15213,7
piles,0,4.19,1.36,1,28,0.96,91,Noun,18526,5
pulse,0,4.19,0.88,0,27,1.0,1200,Noun,8187,5
scouts,0,4.19,1.11,0,27,1.0,279,Noun,10158,6
splash,0,4.19,1.0,0,27,1.0,215,Noun,17624,6
stock,0,4.19,0.8,1,27,0.96,1300,Noun,4518,5
template,0,4.19,1.02,0,26,1.0,21,Noun,23561,8
whistling,0,4.19,1.18,0,27,1.0,261,Noun,24350,9
wounds,0,4.19,0.98,0,26,1.0,717,Noun,8710,6
acre,0,4.18,1.22,0,28,1.0,93,Noun,7456,4
channel,0,4.18,1.16,1,29,0.97,1245,Noun,3149,7
connector,0,4.18,1.12,0,28,1.0,8,Noun,19400,9
massage,0,4.18,0.94,0,28,1.0,565,Noun,21881,7
snort,0,4.18,0.9,0,28,1.0,59,Noun,26759,5
spiral,0,4.18,0.9,0,28,1.0,91,Noun,12313,6
vampire,0,4.18,1.36,0,28,1.0,894,Noun,4393,7
aunt,0,4.17,1.18,0,30,1.0,2815,Noun,5916,4
bassist,0,4.17,0.82,4,28,0.86,6,Noun,9858,7
colors,0,4.17,1.18,0,30,1.0,528,Noun,6087,6
contestant,0,4.17,1.0,0,29,1.0,136,Noun,10832,10
counter,0,4.17,1.07,0,29,1.0,709,Noun,4675,7
country,0,4.17,1.18,0,30,1.0,8254,Noun,2406,7
entertainer,0,4.17,1.1,0,29,1.0,84,Noun,21751,11
fixture,0,4.17,1.2,0,29,1.0,32,Noun,15083,7
grin,0,4.17,1.0,0,29,1.0,138,Noun,5861,4
plasma,0,4.17,1.07,1,30,0.97,254,Noun,12123,6
print,0,4.17,1.26,0,29,1.0,1018,Noun,6140,5
product,0,4.17,1.14,0,29,1.0,752,Noun,4031,7
quintet,0,4.17,1.14,0,29,1.0,26,Noun,18109,7
trough,0,4.17,1.34,0,30,1.0,72,Noun,23389,6
twin,0,4.17,1.17,0,29,1.0,532,Noun,5519,4
warrior,0,4.17,1.31,0,29,1.0,516,Noun,6750,7
welding,0,4.17,1.0,0,29,1.0,28,Noun,23604,7
werewolf,0,4.17,1.39,0,29,1.0,227,Noun,12797,8
witch,0,4.17,1.29,0,30,1.0,1410,Noun,6965,5
ingredients,0,4.16,1.21,0,25,1.0,109,Noun,12760,11
maestro,0,4.16,1.14,3,28,0.89,152,Noun,25270,7
organism,0,4.16,1.14,0,25,1.0,104,Noun,15923,8
squire,0,4.16,1.25,2,27,0.93,157,Noun,21263,6
suite,0,4.16,1.11,0,25,1.0,849,Noun,7621,5
teen,0,4.16,1.16,0,31,1.0,209,Noun,9458,4
zombie,0,4.16,1.14,1,26,0.96,184,Noun,11798,6
advisor,0,4.15,0.95,0,27,1.0,225,Noun,8619,7
commentator,0,4.15,1.06,0,27,1.0,139,Noun,12268,11
congregation,0,4.15,1.1,0,27,1.0,117,Noun,7769,12
contract,0,4.15,1.2,0,27,1.0,1650,Noun,3206,8
gasp,0,4.15,1.2,0,27,1.0,88,Noun,12008,4
gorge,0,4.15,1.29,2,29,0.93,67,Noun,14980,5
inscription,0,4.15,1.32,3,30,0.9,87,Noun,9315,11
limp,0,4.15,1.01,0,26,1.0,187,Noun,14401,4
memorabilia,0,4.15,1.38,0,27,1.0,25,Noun,28663,11
player,0,4.15,1.08,0,26,1.0,1926,Noun,2447,6
record,0,4.15,1.26,0,27,1.0,4365,Noun,2501,6
scoop,0,4.15,1.03,0,27,1.0,289,Noun,23348,5
scrap,0,4.15,1.13,0,27,1.0,223,Noun,15121,5
teammate,0,4.15,0.86,0,27,1.0,46,Noun,10809,8
traps,0,4.15,1.23,0,27,1.0,238,Noun,16735,5
vapor,0,4.15,0.88,0,26,1.0,31,Noun,20064,5
award,0,4.14,1.01,0,28,1.0,657,Noun,2400,5
bacteria,0,4.14,1.19,0,29,1.0,155,Noun,10327,8
chemicals,0,4.14,0.92,0,29,1.0,291,Noun,12141,9
committee,0,4.14,0.99,0,29,1.0,1123,Noun,2837,9
cooler,0,4.14,1.15,0,28,1.0,360,Noun,14976,6
depot,0,4.14,1.16,0,29,1.0,150,Noun,8470,5
drip,0,4.14,1.09,0,29,1.0,261,Noun,27304,4
dwelling,0,4.14,1.46,0,28,1.0,68,Noun,13160,8
facilities,0,4.14,1.16,0,29,1.0,232,Noun,4128,10
flap,0,4.14,1.25,0,29,1.0,135,Noun,20916,4
godfather,0,4.14,1.15,0,28,1.0,278,Noun,23834,9
harness,0,4.14,1.04,0,28,1.0,133,Noun,17445,7
hike,0,4.14,0.95,0,29,1.0,333,Noun,21857,4
intersection,0,4.14,1.06,0,29,1.0,116,Noun,6840,12
intruder,0,4.14,1.3,0,29,1.0,186,Noun,22841,8
karate,0,4.14,1.13,0,29,1.0,386,Noun,16894,6
knitting,0,4.14,1.18,0,28,1.0,115,Noun,26098,8
manager,0,4.14,1.11,0,28,1.0,2038,Noun,3208,7
match,0,4.14,1.18,0,28,1.0,2521,Noun,2674,5
north,0,4.14,1.27,0,29,1.0,3258,Noun,2167,5
piece,0,4.14,1.24,1,29,0.97,6349,Noun,3538,5
pulpit,0,4.14,1.46,1,30,0.97,31,Noun,23134,6
reel,0,4.14,1.08,0,28,1.0,166,Noun,15934,4
safari,0,4.14,1.24,0,28,1.0,106,Noun,23591,6
shooter,0,4.14,1.04,0,28,1.0,499,Noun,13108,7
sprint,0,4.14,0.95,0,29,1.0,36,Noun,9043,6
vial,0,4.14,1.39,4,26,0.85,66,Noun,28475,4
initials,0,4.13,1.33,0,30,1.0,235,Noun,20381,8
viewer,0,4.13,1.12,0,31,1.0,78,Noun,13972,6
voice,0,4.13,1.01,0,30,1.0,4394,Noun,2376,5
wife,0,4.13,1.11,0,30,1.0,17795,Noun,2564,4
coach,0,4.12,1.05,0,25,1.0,2429,Noun,2873,5
fiesta,0,4.12,1.03,0,26,1.0,64,Noun,24050,6
group,0,4.12,1.21,0,26,1.0,3762,Noun,2177,5
hostess,0,4.12,1.21,0,26,1.0,189,Noun,22566,7
outfit,0,4.12,0.95,0,26,1.0,1280,Noun,11018,6
petition,0,4.12,1.05,0,25,1.0,215,Noun,9964,8
baseman,0,4.11,0.93,2,29,0.93,30,Noun,18038,7
company,0,4.11,1.15,0,27,1.0,7507,Noun,2194,7
estate,0,4.11,1.23,0,28,1.0,1076,Noun,3776,6
fairy,0,4.11,1.2,0,28,1.0,851,Noun,8867,5
fare,0,4.11,1.4,0,27,1.0,314,Noun,13258,4
formula,0,4.11,1.34,0,28,1.0,401,Noun,5675,7
herd,0,4.11,1.2,0,28,1.0,360,Noun,14906,4
husband,0,4.11,1.22,1,28,0.96,9935,Noun,3129,7
pointer,0,4.11,1.17,0,28,1.0,55,Noun,20884,7
scroll,0,4.11,1.1,0,28,1.0,116,Noun,17186,6
steamer,0,4.11,1.28,0,27,1.0,53,Noun,18027,7
target,0,4.11,1.13,0,28,1.0,1936,Noun,4539,6
tournament,0,4.11,1.1,0,28,1.0,464,Noun,2977,10
twilight,0,4.11,0.96,0,28,1.0,156,Noun,13132,8
accessory,0,4.1,1.16,0,30,1.0,147,Noun,25339,9
bump,0,4.1,1.16,0,30,1.0,630,Noun,16906,4
capital,0,4.1,1.11,0,29,1.0,648,Noun,3007,7
collector,0,4.1,1.14,0,29,1.0,220,Noun,10018,9
daylight,0,4.1,1.11,0,29,1.0,488,Noun,11695,8
employee,0,4.1,1.21,0,30,1.0,590,Noun,7904,8
greens,0,4.1,1.29,0,29,1.0,109,Noun,15505,6
king,0,4.1,1.42,0,30,1.0,6592,Noun,2332,4
landmark,0,4.1,0.98,0,29,1.0,64,Noun,8637,8
literature,0,4.1,1.08,0,29,1.0,326,Noun,3906,10
perch,0,4.1,0.9,0,29,1.0,50,Noun,21836,5
photography,0,4.1,1.23,0,29,1.0,198,Noun,5855,11
strand,0,4.1,1.32,0,29,1.0,94,Noun,11226,6
stroke,0,4.1,0.94,0,29,1.0,667,Noun,6909,6
superhero,0,4.1,1.08,0,29,1.0,170,Noun,16251,9
tango,0,4.1,1.14,0,29,1.0,274,Noun,17609,5
technician,0,4.1,1.29,0,29,1.0,132,Noun,16661,10
tide,0,4.1,1.05,0,29,1.0,375,Noun,10401,4
turf,0,4.1,1.32,0,29,1.0,218,Noun,14585,4
groan,0,4.09,1.17,0,32,1.0,47,Noun,13001,5
sculptor,0,4.09,1.24,1,24,0.96,46,Noun,10160,8
asshole,0,4.08,1.23,2,28,0.93,3142,Noun,22052,7
color,0,4.08,1.38,0,24,1.0,2011,Noun,3609,5
gulf,0,4.08,1.22,0,25,1.0,241,Noun,6084,4
heartbeat,0,4.08,1.35,0,26,1.0,284,Noun,12251,9
inlet,0,4.08,1.12,2,27,0.93,23,Noun,15824,5
resin,0,4.08,1.32,3,28,0.89,30,Noun,24604,5
software,0,4.08,1.29,0,25,1.0,430,Noun,4007,8
survey,0,4.08,1.19,0,25,1.0,227,Noun,5002,6
telecast,0,4.08,1.35,3,27,0.89,18,Noun,28803,8
assistant,0,4.07,1.36,0,27,1.0,1643,Noun,3353,9
backside,0,4.07,1.38,0,27,1.0,85,Noun,25065,8
brew,0,4.07,1.13,0,29,1.0,128,Noun,24702,4
chopper,0,4.07,1.03,0,29,1.0,596,Noun,28057,7
creature,0,4.07,0.98,0,28,1.0,1092,Noun,6492,8
cutter,0,4.07,1.07,1,30,0.97,239,Noun,16343,6
deputy,0,4.07,1.03,0,29,1.0,798,Noun,4112,6
derby,0,4.07,1.41,0,28,1.0,112,Noun,7350,5
embankment,0,4.07,1.46,1,29,0.97,24,Noun,22756,10
flat,0,4.07,1.14,0,27,1.0,1337,Noun,4257,4
gateway,0,4.07,1.33,0,27,1.0,101,Noun,11909,7
governor,0,4.07,1.33,0,28,1.0,1369,Noun,3099,8
lance,0,4.07,1.19,0,29,1.0,554,Noun,9993,5
length,0,4.07,1.17,0,27,1.0,358,Noun,3091,6
moisture,0,4.07,1.09,0,28,1.0,62,Noun,14098,8
mommy,0,4.07,1.05,0,30,1.0,3617,Noun,20565,5
neon,0,4.07,1.26,0,30,1.0,146,Noun,16231,4
quad,0,4.07,1.33,0,27,1.0,79,Noun,17718,4
rider,0,4.07,1.21,0,28,1.0,393,Noun,7945,5
slope,0,4.07,1.21,0,28,1.0,150,Noun,9663,5
spectator,0,4.07,1.14,0,27,1.0,46,Noun,21027,9
steward,0,4.07,1.16,0,29,1.0,140,Noun,17946,7
taste,0,4.07,1.39,0,28,1.0,2617,Noun,5510,5
witness,0,4.07,1.03,0,29,1.0,2621,Noun,7409,7
wreck,0,4.07,1.08,0,30,1.0,697,Noun,12006,5
attacker,0,4.04,1.29,0,27,1.0,73,Noun,17346,8
ballet,0,4.04,0.98,0,27,1.0,523,Noun,7250,6
cluster,0,4.04,1.45,1,28,0.96,67,Noun,9324,7
collection,0,4.04,1.13,0,27,1.0,926,Noun,3074,10
comedian,0,4.04,1.25,0,26,1.0,209,Noun,9971,8
county,0,4.04,1.1,0,28,1.0,1722,Noun,2221,6
crescent,0,4.04,1.32,0,28,1.0,72,Noun,13152,8
curling,0,4.04,0.88,0,28,1.0,49,Noun,11599,7
director,0,4.04,1.1,0,28,1.0,1834,Noun,2472,8
enclosure,0,4.04,1.26,0,28,1.0,20,Noun,17539,9
explorer,0,4.04,1.09,1,28,0.96,97,Noun,10566,8
grille,0,4.04,1.4,4,29,0.86,18,Noun,26192,6
guard,0,4.04,1.29,0,28,1.0,2968,Noun,3457,5
gymnastics,0,4.04,1.14,0,28,1.0,78,Noun,14002,10
haze,0,4.04,1.02,1,28,0.96,77,Noun,16332,4
headline,0,4.04,1.32,0,28,1.0,132,Noun,17653,8
hymn,0,4.04,1.32,0,27,1.0,83,Noun,14825,4
journalist,0,4.04,1.35,0,28,1.0,311,Noun,4988,10
lookout,0,4.04,1.26,1,29,0.97,227,Noun,19052,7
performer,0,4.04,1.26,0,28,1.0,123,Noun,9256,9
pioneer,0,4.04,1.04,0,28,1.0,106,Noun,7156,7
scribe,0,4.04,1.24,1,26,0.96,13,Noun,27789,6
stance,0,4.04,1.16,2,26,0.92,96,Noun,11032,6
strait,0,4.04,1.34,1,27,0.96,9,Noun,11195,6
synthesizer,0,4.04,1.26,0,28,1.0,27,Noun,13564,11
broker,0,4.03,1.33,0,30,1.0,185,Noun,20138,6
chorus,0,4.03,1.02,0,29,1.0,310,Noun,7165,6
clergy,0,4.03,1.3,1,30,0.97,48,Noun,11646,6
cruise,0,4.03,1.24,0,29,1.0,626,Noun,8592,6
diameter,0,4.03,1.21,0,29,1.0,53,Noun,6705,8
halo,0,4.03,1.35,0,29,1.0,82,Noun,17201,4
jumper,0,4.03,1.3,0,29,1.0,117,Noun,21097,6
mining,0,4.03,1.05,0,29,1.0,161,Noun,5471,6
poem,0,4.03,1.11,0,31,1.0,696,Noun,5961,4
resident,0,4.03,1.13,0,30,1.0,374,Noun,6319,8
structure,0,4.03,1.43,0,29,1.0,519,Noun,3252,9
airline,0,4.0,1.39,0,30,1.0,331,Noun,8582,7
auto,0,4.0,1.36,0,28,1.0,391,Noun,8285,4
avenue,0,4.0,1.36,0,30,1.0,861,Noun,3927,6
banquet,0,4.0,1.32,0,25,1.0,263,Noun,19032,7
battle,0,4.0,0.9,0,28,1.0,2155,Noun,2645,6
bingo,0,4.0,1.52,1,28,0.96,640,Noun,27137,5
camping,0,4.0,1.04,0,27,1.0,315,Noun,13215,7
chant,0,4.0,0.98,0,30,1.0,116,Noun,16883,5
craftsman,0,4.0,1.13,0,29,1.0,47,Noun,26286,9
educator,0,4.0,1.15,0,28,1.0,24,Noun,11490,8
executive,0,4.0,1.3,1,27,0.96,541,Noun,3237,9
exterior,0,4.0,1.07,0,29,1.0,121,Noun,8829,8
flank,0,4.0,1.1,1,27,0.96,236,Noun,12205,5
forum,0,4.0,1.21,0,27,1.0,104,Noun,7057,5
gamer,0,4.0,0.92,2,22,0.91,6,Noun,27911,5
gauge,0,4.0,1.28,0,28,1.0,112,Noun,7633,5
gram,0,4.0,1.28,0,28,1.0,132,Noun,13250,4
harvest,0,4.0,1.31,0,28,1.0,195,Noun,11203,7
housing,0,4.0,1.04,0,25,1.0,207,Noun,3847,7
injury,0,4.0,1.22,0,29,1.0,520,Noun,4544,6
license,0,4.0,1.22,0,28,1.0,1635,Noun,6105,7
lodge,0,4.0,1.31,0,30,1.0,341,Noun,7410,5
massacre,0,4.0,1.08,0,30,1.0,202,Noun,9288,8
median,0,4.0,1.1,0,29,1.0,20,Noun,3991,6
militia,0,4.0,1.2,0,30,1.0,115,Noun,8396,7
mount,0,4.0,1.12,0,28,1.0,597,Noun,4057,5
node,0,4.0,0.85,1,30,0.97,25,Noun,13045,4
organist,0,4.0,1.22,0,28,1.0,20,Noun,16397,8
pageant,0,4.0,1.2,0,33,1.0,244,Noun,12438,7
picket,0,4.0,1.39,0,28,1.0,113,Noun,28972,6
pinch,0,4.0,1.2,0,29,1.0,312,Noun,18392,5
pitch,0,4.0,0.98,1,29,0.97,792,Noun,6510,5
plume,0,4.0,1.21,3,30,0.9,24,Noun,26888,5
portfolio,0,4.0,1.21,0,27,1.0,104,Noun,11103,9
prescription,0,4.0,1.18,0,27,1.0,376,Noun,20422,12
processor,0,4.0,1.12,1,29,0.97,46,Noun,13151,9
scout,0,4.0,1.1,0,29,1.0,657,Noun,7464,5
sediment,0,4.0,1.41,1,30,0.97,21,Noun,19671,8
shock,0,4.0,1.07,0,29,1.0,1468,Noun,5213,5
sister,0,4.0,1.36,0,27,1.0,9207,Noun,2905,6
spire,0,4.0,1.48,2,25,0.92,5,Noun,19823,5
steering,0,4.0,1.21,0,27,1.0,207,Noun,9602,8
stud,0,4.0,1.17,0,30,1.0,354,Noun,16054,4
transmission,0,4.0,1.31,0,29,1.0,435,Noun,6726,12
trooper,0,4.0,1.26,0,30,1.0,226,Noun,28224,7
troupe,0,4.0,1.2,2,24,0.92,90,Noun,16017,6
builder,0,3.97,1.4,0,30,1.0,48,Noun,12508,7
coating,0,3.97,1.1,0,30,1.0,23,Noun,18898,7
consultant,0,3.97,1.33,0,30,1.0,187,Noun,8930,10
device,0,3.97,1.33,0,30,1.0,926,Noun,5080,6
disguise,0,3.97,1.27,0,29,1.0,398,Noun,14249,8
essay,0,3.97,1.07,0,30,1.0,313,Noun,9491,5
hurdle,0,3.97,1.35,0,29,1.0,37,Noun,27630,6
incline,0,3.97,1.15,0,29,1.0,19,Noun,27461,7
membrane,0,3.97,1.11,0,31,1.0,57,Noun,10804,8
message,0,3.97,1.25,0,31,1.0,4667,Noun,4471,7
scent,0,3.97,1.15,0,29,1.0,304,Noun,6518,5
shriek,0,3.97,1.33,0,30,1.0,32,Noun,24795,6
stocks,0,3.97,1.16,0,30,1.0,208,Noun,15768,6
stroll,0,3.97,1.27,0,29,1.0,211,Noun,27244,6
swarm,0,3.97,1.13,0,30,1.0,68,Noun,21708,5
trio,0,3.97,1.28,0,31,1.0,66,Noun,7146,4
ultrasound,0,3.97,1.52,0,29,1.0,125,Noun,27312,10
beam,0,3.96,1.32,0,28,1.0,445,Noun,7504,4
beech,0,3.96,1.55,4,27,0.85,18,Noun,21760,5
brains,0,3.96,1.22,0,26,1.0,1401,Noun,14332,6
caller,0,3.96,1.0,0,28,1.0,222,Noun,20587,6
core,0,3.96,1.28,0,26,1.0,501,Noun,4563,4
drainage,0,3.96,1.16,0,27,1.0,46,Noun,11987,8
dummy,0,3.96,1.26,0,28,1.0,500,Noun,24369,5
fighter,0,3.96,1.22,0,27,1.0,652,Noun,4959,7
footsteps,0,3.96,1.43,0,28,1.0,322,Noun,9717,9
helium,0,3.96,1.16,0,24,1.0,73,Noun,22764,6
hitter,0,3.96,1.19,1,24,0.96,79,Noun,18694,6
hunting,0,3.96,1.07,0,23,1.0,1081,Noun,5933,7
imprint,0,3.96,1.35,0,28,1.0,64,Noun,15738,7
junction,0,3.96,0.64,1,24,0.96,150,Noun,5098,8
lounge,0,3.96,1.4,0,25,1.0,401,Noun,11549,6
marathon,0,3.96,1.17,1,26,0.96,228,Noun,8589,8
mouthful,0,3.96,1.18,0,26,1.0,86,Noun,28462,8
paragraph,0,3.96,1.37,0,27,1.0,144,Noun,20423,9
pest,0,3.96,1.43,0,27,1.0,146,Noun,20739,4
presenter,0,3.96,1.34,0,27,1.0,20,Noun,10044,9
sensor,0,3.96,1.26,0,27,1.0,115,Noun,13617,6
sociologist,0,3.96,1.26,0,28,1.0,7,Noun,25106,11
weight,0,3.94,1.21,0,31,1.0,1850,Noun,3635,6
archery,0,3.93,1.36,0,29,1.0,40,Noun,21383,7
auction,0,3.93,1.2,0,30,1.0,454,Noun,10470,7
bombing,0,3.93,1.21,0,28,1.0,382,Noun,8647,7
burial,0,3.93,1.11,0,27,1.0,242,Noun,8940,6
burr,0,3.93,1.6,1,30,0.97,35,Noun,22715,4
cartoonist,0,3.93,1.38,0,27,1.0,17,Noun,19659,10
case,0,3.93,1.28,1,30,0.97,14403,Noun,2553,4
couple,0,3.93,1.21,0,27,1.0,11394,Noun,3232,6
data,0,3.93,1.21,0,27,1.0,1306,Noun,2951,4
drone,0,3.93,1.12,0,28,1.0,144,Noun,18465,5
dude,0,3.93,1.36,0,27,1.0,5071,Noun,12043,4
examination,0,3.93,1.33,0,29,1.0,281,Noun,7749,11
execution,0,3.93,1.27,1,29,0.97,497,Noun,7781,9
exit,0,3.93,1.39,0,29,1.0,794,Noun,6164,4
flop,0,3.93,1.02,0,28,1.0,118,Noun,28583,4
font,0,3.93,1.25,1,29,0.97,48,Noun,15489,4
gangster,0,3.93,1.31,0,30,1.0,272,Noun,20067,8
halves,0,3.93,1.3,0,28,1.0,56,Noun,23672,6
header,0,3.93,1.25,0,28,1.0,25,Noun,20346,6
hitch,0,3.93,1.31,0,30,1.0,208,Noun,27738,5
joker,0,3.93,1.13,0,29,1.0,233,Noun,19318,5
module,0,3.93,1.41,0,30,1.0,136,Noun,11336,6
navy,0,3.93,1.18,0,28,1.0,1310,Noun,3212,4
offspring,0,3.93,1.13,0,29,1.0,130,Noun,13195,9
orbit,0,3.93,1.17,0,27,1.0,288,Noun,8753,5
scene,0,3.93,1.33,0,27,1.0,3807,Noun,3496,5
shootout,0,3.93,1.07,0,29,1.0,53,Noun,18297,8
smiley,0,3.93,1.31,0,29,1.0,109,Noun,27420,6
swirl,0,3.93,1.31,0,29,1.0,46,Noun,28693,5
test,0,3.93,1.47,0,27,1.0,4288,Noun,3231,4
whites,0,3.93,1.1,0,29,1.0,232,Noun,12461,6
wind,0,3.93,1.44,0,28,1.0,3028,Noun,3612,4
blog,0,3.92,1.15,0,25,1.0,33,Noun,9927,4
bully,0,3.92,1.09,0,26,1.0,368,Noun,20716,5
deposit,0,3.92,1.23,0,26,1.0,551,Noun,12816,7
gallon,0,3.92,1.38,0,26,1.0,116,Noun,25234,6
pattern,0,3.92,1.18,1,25,0.96,738,Noun,5418,7
report,0,3.92,1.38,0,26,1.0,5508,Noun,3189,6
soloist,0,3.92,1.29,2,27,0.93,10,Noun,16504,7
wedding,0,3.92,1.32,0,26,1.0,5173,Noun,5030,7
payment,0,3.91,1.16,0,23,1.0,538,Noun,7909,7
prick,0,3.91,1.35,1,24,0.96,720,Noun,24858,5
blast,0,3.9,1.37,0,29,1.0,825,Noun,8479,5
client,0,3.9,1.27,0,30,1.0,2715,Noun,7396,6
congress,0,3.9,1.35,0,30,1.0,419,Noun,3519,8
copy,0,3.9,1.35,0,30,1.0,2666,Noun,6100,4
crush,0,3.9,1.21,0,29,1.0,857,Noun,10188,5
date,0,3.9,1.21,0,29,1.0,7218,Noun,3058,4
electricity,0,3.9,1.4,0,29,1.0,584,Noun,6451,11
fatty,0,3.9,1.03,0,30,1.0,260,Noun,19101,5
flight,0,3.9,1.29,0,29,1.0,3044,Noun,3462,6
habitat,0,3.9,1.37,0,29,1.0,114,Noun,6552,7
heap,0,3.9,1.18,0,29,1.0,249,Noun,16721,4
jazz,0,3.9,1.01,0,29,1.0,608,Noun,4166,4
maker,0,3.9,1.16,0,30,1.0,251,Noun,9338,5
mess,0,3.9,1.32,0,29,1.0,3985,Noun,6752,4
navigator,0,3.9,1.16,0,30,1.0,137,Noun,20532,9
nominee,0,3.9,1.21,0,29,1.0,40,Noun,9773,7
pawn,0,3.9,1.42,0,30,1.0,221,Noun,19175,4
press,0,3.9,1.3,0,30,1.0,3070,Noun,2811,5
property,0,3.9,1.32,0,30,1.0,1698,Noun,3200,8
singles,0,3.9,1.21,0,29,1.0,142,Noun,3895,7
spawn,0,3.9,1.09,0,30,1.0,93,Noun,25645,5
twist,0,3.9,1.12,0,30,1.0,643,Noun,9792,5
address,0,3.89,1.26,0,28,1.0,2666,Noun,4769,7
fielder,0,3.89,1.34,0,28,1.0,28,Noun,25000,7
gala,0,3.89,1.57,0,28,1.0,90,Noun,16122,4
isle,0,3.89,1.31,0,27,1.0,62,Noun,8842,4
leader,0,3.89,1.13,0,28,1.0,1589,Noun,3003,6
narrator,0,3.89,1.13,0,28,1.0,529,Noun,11185,8
party,0,3.89,1.34,0,28,1.0,11890,Noun,2283,5
posse,0,3.89,1.07,1,29,0.97,221,Noun,25751,5
practitioner,0,3.89,1.28,0,27,1.0,43,Noun,18742,12
reader,0,3.89,1.37,0,28,1.0,278,Noun,8068,6
sigh,0,3.89,1.32,8,5892,1.0,173,Noun,6682,4
simulator,0,3.89,1.17,0,28,1.0,40,Noun,25837,9
spokesperson,0,3.89,1.19,0,27,1.0,46,Noun,15974,12
spring,0,3.89,1.12,0,27,1.0,1597,Noun,3500,6
stampede,0,3.89,1.03,0,28,1.0,68,Noun,29375,8
subdivision,0,3.89,1.31,0,27,1.0,29,Noun,12572,11
tracker,0,3.89,1.2,2,30,0.93,83,Noun,27080,7
trainee,0,3.89,1.28,0,27,1.0,68,Noun,26758,7
transportation,0,3.89,1.42,0,28,1.0,283,Noun,5193,14
tremor,0,3.89,1.25,0,27,1.0,41,Noun,27734,6
workout,0,3.89,1.25,0,27,1.0,141,Noun,27090,7
advertising,0,3.88,0.95,0,26,1.0,379,Noun,6475,11
ballad,0,3.88,1.2,0,25,1.0,72,Noun,11571,6
belongings,0,3.88,1.08,1,25,0.96,154,Noun,20033,10
diesel,0,3.88,1.07,0,26,1.0,135,Noun,7937,6
ether,0,3.88,1.48,2,27,0.93,108,Noun,28855,5
junk,0,3.88,1.18,0,26,1.0,784,Noun,18015,4
kicker,0,3.88,1.36,0,25,1.0,54,Noun,22652,6
observer,0,3.88,1.4,0,26,1.0,188,Noun,9718,8
offender,0,3.88,1.14,0,26,1.0,140,Noun,25042,8
pair,0,3.88,1.27,0,25,1.0,1900,Noun,3940,4
route,0,3.88,1.39,0,24,1.0,1089,Noun,2799,5
statute,0,3.88,1.51,1,27,0.96,97,Noun,11671,7
surroundings,0,3.88,1.24,0,26,1.0,107,Noun,11301,12
touchdown,0,3.88,1.42,0,26,1.0,253,Noun,7921,9
exercise,0,3.87,1.2,0,30,1.0,904,Noun,6912,8
landing,0,3.87,1.28,0,30,1.0,818,Noun,4899,7
launcher,0,3.87,1.25,4,27,0.85,42,Noun,22742,8
promenade,0,3.87,1.38,1,31,0.97,45,Noun,26815,9
register,0,3.87,1.31,0,30,1.0,561,Noun,4236,8
aliens,0,3.86,1.3,0,28,1.0,491,Noun,12114,6
assignment,0,3.86,1.35,0,28,1.0,912,Noun,8775,10
bail,0,3.86,1.11,0,28,1.0,885,Noun,15358,4
base,0,3.86,1.48,0,28,1.0,1804,Noun,2918,4
cancer,0,3.86,1.48,1,30,0.97,1139,Noun,4456,6
chunk,0,3.86,1.41,0,28,1.0,211,Noun,20000,5
combustion,0,3.86,1.21,1,29,0.97,64,Noun,16513,10
competition,0,3.86,1.22,0,29,1.0,1066,Noun,2971,11
conference,0,3.86,1.27,0,29,1.0,1296,Noun,3034,10
contact,0,3.86,1.41,0,28,1.0,3305,Noun,3967,7
deed,0,3.86,1.38,0,28,1.0,475,Noun,15046,4
display,0,3.86,1.22,0,29,1.0,435,Noun,4653,7
gardening,0,3.86,1.3,0,28,1.0,123,Noun,21529,9
height,0,3.86,1.41,0,29,1.0,476,Noun,4578,6
highland,0,3.86,1.3,2,30,0.93,81,Noun,10983,8
household,0,3.86,1.51,0,28,1.0,354,Noun,4398,9
leap,0,3.86,1.24,0,28,1.0,340,Noun,11679,4
lyrics,0,3.86,1.38,0,28,1.0,259,Noun,4581,6
nighttime,0,3.86,1.48,0,29,1.0,105,Noun,26031,9
ounce,0,3.86,1.38,0,28,1.0,206,Noun,19471,5
patrol,0,3.86,1.22,0,29,1.0,792,Noun,6477,6
programmer,0,3.86,0.95,0,29,1.0,56,Noun,20273,10
recipient,0,3.86,1.33,0,28,1.0,59,Noun,7799,9
