Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,emb_idx,word_length
textbook,0,4.86,0.44,0,29,1.0,112,Noun,16432,8
towel,0,4.86,0.36,0,28,1.0,722,Noun,10257,5
trumpet,0,4.86,0.52,0,29,1.0,210,Noun,9368,7
tuba,0,4.86,0.45,0,28,1.0,61,Noun,29242,4
vine,0,4.86,0.44,0,29,1.0,107,Noun,15351,4
wall,0,4.86,0.45,0,28,1.0,3605,Noun,2813,4
wheel,0,4.86,0.45,0,28,1.0,1380,Noun,5217,5
window,0,4.86,0.52,0,28,1.0,4386,Noun,3332,6
windshield,0,4.86,0.45,0,28,1.0,167,Noun,19521,10
wing,0,4.86,0.36,0,28,1.0,1032,Noun,3358,4
wool,0,4.86,0.59,0,28,1.0,161,Noun,12121,4
zebra,0,4.86,0.58,0,29,1.0,128,Noun,29145,5
altar,0,4.85,0.61,0,26,1.0,259,Noun,9216,5
bandage,0,4.85,0.46,0,27,1.0,146,Noun,24446,7
bath,0,4.85,0.6,0,27,1.0,1587,Noun,7198,4
bull,0,4.85,0.53,0,27,1.0,1403,Noun,7087,4
catfish,0,4.85,0.77,0,27,1.0,63,Noun,23723,7
ceiling,0,4.85,0.46,0,27,1.0,426,Noun,5894,7
charcoal,0,4.85,0.77,0,27,1.0,90,Noun,18872,8
cinnamon,0,4.85,0.46,0,26,1.0,152,Noun,21229,8
container,0,4.85,0.36,0,27,1.0,219,Noun,11661,9
cottage,0,4.85,0.36,0,27,1.0,270,Noun,9151,7
dime,0,4.85,0.37,0,26,1.0,615,Noun,27211,4
disc,0,4.85,0.36,0,27,1.0,131,Noun,5860,4
eyebrow,0,4.85,0.77,0,27,1.0,71,Noun,9522,7
eyes,0,4.85,0.46,0,26,1.0,11299,Noun,2159,4
foam,0,4.85,0.46,0,26,1.0,179,Noun,17952,4
girl,0,4.85,0.46,0,27,1.0,28413,Noun,2611,4
gymnast,0,4.85,0.36,0,27,1.0,30,Noun,25055,7
harp,0,4.85,0.46,0,27,1.0,134,Noun,14601,4
lace,0,4.85,0.37,0,26,1.0,189,Noun,12922,4
marble,0,4.85,0.36,0,27,1.0,266,Noun,7720,6
mold,0,4.85,0.46,0,27,1.0,219,Noun,18282,4
oyster,0,4.85,0.6,0,27,1.0,156,Noun,21480,6
plum,0,4.85,0.77,0,27,1.0,174,Noun,22088,4
potato,0,4.85,0.77,0,27,1.0,576,Noun,14557,6
raceway,0,4.85,0.54,0,26,1.0,8,Noun,23018,7
rifle,0,4.85,0.46,0,27,1.0,743,Noun,5883,5
saddle,0,4.85,0.55,8,5889,1.0,399,Noun,12279,6
scissors,0,4.85,0.61,0,26,1.0,341,Noun,25806,8
snow,0,4.85,0.37,0,26,1.0,1599,Noun,4586,4
stairwell,0,4.85,0.36,0,27,1.0,108,Noun,22109,9
wood,0,4.85,0.46,1,28,0.96,1377,Noun,3536,4
bomb,0,4.84,0.37,0,25,1.0,2736,Noun,5968,4
curry,0,4.84,0.37,0,25,1.0,124,Noun,15478,5
cyclist,0,4.84,0.37,0,25,1.0,5,Noun,14199,7
mice,0,4.84,0.62,0,25,1.0,335,Noun,12328,4
motor,0,4.84,0.47,0,25,1.0,671,Noun,5013,5
sack,0,4.84,0.37,0,25,1.0,659,Noun,12803,4
scorpion,0,4.84,0.8,0,25,1.0,136,Noun,22015,8
sleeve,0,4.84,0.45,0,31,1.0,286,Noun,10353,6
truck,0,4.84,0.55,0,25,1.0,3716,Noun,4744,5
violinist,0,4.84,0.45,0,31,1.0,33,Noun,16609,9
arena,0,4.83,0.47,0,29,1.0,185,Noun,5196,5
asphalt,0,4.83,0.75,0,30,1.0,49,Noun,16295,7
bakery,0,4.83,0.38,0,29,1.0,179,Noun,18112,6
beetle,0,4.83,0.76,0,29,1.0,105,Noun,7813,6
billboard,0,4.83,0.59,0,30,1.0,69,Noun,4908,9
bonfire,0,4.83,0.38,0,30,1.0,89,Noun,28698,7
brick,0,4.83,0.75,0,30,1.0,519,Noun,5318,5
bullet,0,4.83,0.82,0,24,1.0,1950,Noun,7960,6
candy,0,4.83,0.76,0,29,1.0,1825,Noun,9485,5
cereal,0,4.83,0.76,0,29,1.0,324,Noun,20943,6
cheek,0,4.83,0.54,0,29,1.0,365,Noun,5048,5
claw,0,4.83,0.47,0,29,1.0,223,Noun,15020,4
closet,0,4.83,0.47,0,29,1.0,1381,Noun,9346,6
coke,0,4.83,0.54,0,29,1.0,948,Noun,14492,4
cream,0,4.83,0.46,0,30,1.0,2484,Noun,6949,5
crocodile,0,4.83,0.64,0,24,1.0,115,Noun,21843,9
darts,0,4.83,0.48,0,24,1.0,100,Noun,17493,5
equipment,0,4.83,0.38,0,30,1.0,1298,Noun,3941,9
ferry,0,4.83,0.6,0,29,1.0,273,Noun,7115,5
graveyard,0,4.83,0.38,0,29,1.0,272,Noun,16685,9
hive,0,4.83,0.46,0,30,1.0,50,Noun,26736,4
jail,0,4.83,0.38,0,29,1.0,3602,Noun,7173,4
luggage,0,4.83,0.38,0,29,1.0,567,Noun,17434,7
mall,0,4.83,0.47,0,29,1.0,964,Noun,6670,4
martini,0,4.83,0.38,0,30,1.0,405,Noun,24480,7
missile,0,4.83,0.38,0,29,1.0,670,Noun,7421,7
mouse,0,4.83,0.59,0,30,1.0,975,Noun,8000,5
mushroom,0,4.83,0.76,0,29,1.0,109,Noun,18565,8
nipple,0,4.83,0.76,0,29,1.0,144,Noun,14298,6
palm,0,4.83,0.46,0,30,1.0,675,Noun,5340,4
penny,0,4.83,0.6,0,29,1.0,1239,Noun,10647,5
picnic,0,4.83,0.47,0,29,1.0,596,Noun,12695,6
seafood,0,4.83,0.38,0,29,1.0,103,Noun,23621,7
skies,0,4.83,0.76,0,29,1.0,382,Noun,15717,5
skull,0,4.83,0.75,0,30,1.0,750,Noun,7412,5
stairway,0,4.83,0.59,0,30,1.0,81,Noun,21952,8
sticks,0,4.83,0.66,0,29,1.0,694,Noun,12668,6
sunglasses,0,4.83,0.54,0,29,1.0,201,Noun,17072,10
television,0,4.83,0.76,0,29,1.0,1729,Noun,2547,10
thread,0,4.83,0.54,0,29,1.0,263,Noun,11689,6
torso,0,4.83,0.38,0,30,1.0,94,Noun,15190,5
valve,0,4.83,0.38,0,30,1.0,247,Noun,10764,5
weeds,0,4.83,0.38,0,30,1.0,121,Noun,20777,5
zipper,0,4.83,0.54,0,29,1.0,144,Noun,22082,6
alley,0,4.82,0.48,0,28,1.0,831,Noun,8975,5
bartender,0,4.82,0.48,0,28,1.0,498,Noun,15812,9
champagne,0,4.82,0.48,0,28,1.0,1596,Noun,12327,9
curtain,0,4.82,0.48,0,28,1.0,525,Noun,11002,7
diner,0,4.82,0.77,0,28,1.0,632,Noun,15736,5
doorbell,0,4.82,0.61,0,28,1.0,425,Noun,25422,8
fence,0,4.82,0.55,0,28,1.0,819,Noun,8638,5
glass,0,4.82,0.48,0,28,1.0,3096,Noun,3221,5
jewelry,0,4.82,0.48,0,28,1.0,564,Noun,11912,7
lava,0,4.82,0.55,0,28,1.0,176,Noun,13697,4
leather,0,4.82,0.61,0,28,1.0,693,Noun,5898,7
locomotive,0,4.82,0.61,0,28,1.0,41,Noun,8098,10
lung,0,4.82,0.48,0,28,1.0,420,Noun,11192,4
newspaper,0,4.82,0.55,0,28,1.0,1208,Noun,3780,9
people,0,4.82,0.48,0,28,1.0,56252,Noun,2111,6
scalp,0,4.82,0.39,0,28,1.0,188,Noun,21065,5
shorts,0,4.82,0.61,0,28,1.0,480,Noun,9132,6
skirt,0,4.82,0.67,0,28,1.0,508,Noun,9764,5
snails,0,4.82,0.48,0,28,1.0,113,Noun,13482,6
tablet,0,4.82,0.61,0,28,1.0,76,Noun,13855,6
tube,0,4.82,0.77,0,28,1.0,838,Noun,7270,4
tunnel,0,4.82,0.48,0,28,1.0,912,Noun,5234,6
yard,0,4.82,0.48,0,28,1.0,1278,Noun,4220,4
ambulance,0,4.81,0.8,0,26,1.0,1143,Noun,10771,9
ankle,0,4.81,0.79,0,27,1.0,409,Noun,10792,5
cake,0,4.81,0.68,0,27,1.0,2298,Noun,9850,4
canyon,0,4.81,0.79,0,27,1.0,418,Noun,8399,6
coffee,0,4.81,0.79,1,28,0.96,7371,Noun,4157,6
crown,0,4.81,0.48,0,27,1.0,698,Noun,4410,5
door,0,4.81,0.65,0,31,1.0,14895,Noun,2341,4
fiddle,0,4.81,0.69,0,26,1.0,185,Noun,15888,6
fruit,0,4.81,0.49,0,26,1.0,1108,Noun,5909,5
gold,0,4.81,0.8,0,26,1.0,4026,Noun,2751,4
goose,0,4.81,0.65,0,31,1.0,665,Noun,13020,5
gymnasium,0,4.81,0.8,0,26,1.0,71,Noun,11288,9
hole,0,4.81,0.4,0,27,1.0,2969,Noun,4920,4
nightstand,0,4.81,0.79,0,27,1.0,43,Noun,23135,10
parcel,0,4.81,0.56,0,27,1.0,71,Noun,20463,6
ring,0,4.81,0.62,0,27,1.0,4730,Noun,3614,4
rodeo,0,4.81,0.4,0,27,1.0,283,Noun,18936,5
salesman,0,4.81,0.79,0,27,1.0,532,Noun,18968,8
salmon,0,4.81,0.63,0,26,1.0,334,Noun,11840,6
tweed,0,4.81,0.48,2,29,0.93,61,Noun,26922,5
wallet,0,4.81,0.79,0,27,1.0,1163,Noun,15882,6
wiener,0,4.81,0.49,2,28,0.93,113,Noun,25072,6
banner,0,4.8,0.76,0,30,1.0,302,Noun,9484,6
belly,0,4.8,0.48,0,30,1.0,794,Noun,7579,5
boar,0,4.8,0.76,0,30,1.0,111,Noun,24187,4
buttons,0,4.8,0.61,0,30,1.0,444,Noun,11287,7
chicken,0,4.8,0.55,0,30,1.0,3148,Noun,7975,7
disk,0,4.8,0.41,0,25,1.0,338,Noun,9785,4
earth,0,4.8,0.55,0,30,1.0,5074,Noun,3011,5
floor,0,4.8,0.81,0,30,1.0,5132,Noun,2723,5
food,0,4.8,0.82,0,25,1.0,7876,Noun,2833,4
fortress,0,4.8,0.55,0,30,1.0,172,Noun,7841,8
grain,0,4.8,0.48,0,30,1.0,243,Noun,8982,5
jeep,0,4.8,0.61,0,30,1.0,524,Noun,14007,4
library,0,4.8,0.76,0,30,1.0,1170,Noun,3075,7
linen,0,4.8,0.41,0,30,1.0,149,Noun,17517,5
officer,0,4.8,0.48,0,30,1.0,5265,Noun,2961,7
paddle,0,4.8,0.48,0,30,1.0,191,Noun,20890,6
shell,0,4.8,0.82,0,25,1.0,674,Noun,5806,5
shrimp,0,4.8,0.76,0,30,1.0,444,Noun,20130,6
spacecraft,0,4.8,0.55,0,30,1.0,115,Noun,12076,10
submarine,0,4.8,0.61,0,30,1.0,362,Noun,6982,9
tank,0,4.8,0.55,0,30,1.0,1306,Noun,4951,4
vineyard,0,4.8,0.55,0,30,1.0,142,Noun,18621,8
amplifier,0,4.79,0.62,0,29,1.0,16,Noun,22686,9
barn,0,4.79,0.57,0,28,1.0,693,Noun,8659,4
beach,0,4.79,0.77,0,29,1.0,2888,Noun,3509,5
body,0,4.79,0.49,0,29,1.0,9972,Noun,2303,4
bunker,0,4.79,0.62,0,29,1.0,239,Noun,15742,6
cannon,0,4.79,0.68,0,29,1.0,444,Noun,8854,6
chili,0,4.79,0.49,0,29,1.0,382,Noun,20238,5
city,0,4.79,0.57,1,29,0.97,8624,Noun,2103,4
cock,0,4.79,0.57,0,28,1.0,580,Noun,10338,4
coconut,0,4.79,0.83,0,28,1.0,234,Noun,16027,7
cola,0,4.79,0.56,0,29,1.0,282,Noun,15270,4
cupboard,0,4.79,0.62,0,29,1.0,127,Noun,25337,8
daughter,0,4.79,0.5,0,28,1.0,8739,Noun,2684,8
dough,0,4.79,0.59,0,24,1.0,810,Noun,23126,5
drums,0,4.79,0.5,0,28,1.0,367,Noun,3846,5
elevator,0,4.79,0.68,0,29,1.0,1245,Noun,7764,8
flag,0,4.79,0.62,0,29,1.0,892,Noun,5210,4
herbs,0,4.79,0.49,0,29,1.0,141,Noun,17561,5
hook,0,4.79,0.49,0,29,1.0,1938,Noun,8103,4
latch,0,4.79,0.79,0,28,1.0,98,Noun,25635,5
loaf,0,4.79,0.49,0,29,1.0,228,Noun,27048,4
medicine,0,4.79,0.5,0,28,1.0,1744,Noun,4200,8
nickel,0,4.79,0.77,0,29,1.0,431,Noun,15519,6
orchestra,0,4.79,0.57,1,29,0.97,281,Noun,4032,9
plastic,0,4.79,0.57,1,29,0.97,957,Noun,6081,7
police,0,4.79,0.49,0,29,1.0,12044,Noun,2610,6
pork,0,4.79,0.82,0,29,1.0,537,Noun,15960,4
railing,0,4.79,0.5,0,28,1.0,75,Noun,15747,7
ravens,0,4.79,0.56,0,29,1.0,106,Noun,17272,6
roof,0,4.79,0.5,0,28,1.0,1818,Noun,4412,4
room,0,4.79,0.41,0,29,1.0,22415,Noun,2282,4
scanner,0,4.79,0.41,0,29,1.0,150,Noun,26221,7
school,0,4.79,0.57,0,28,1.0,16989,Noun,2082,6
sculpture,0,4.79,0.5,0,28,1.0,159,Noun,6743,9
skin,0,4.79,0.5,0,28,1.0,2246,Noun,3096,4
stadium,0,4.79,0.57,0,28,1.0,312,Noun,3346,7
strap,0,4.79,0.49,0,29,1.0,263,Noun,16195,5
trailer,0,4.79,0.56,0,29,1.0,579,Noun,9117,7
train,0,4.79,0.56,0,29,1.0,4848,Noun,3345,5
waistband,0,4.79,0.5,0,28,1.0,10,Noun,27553,9
wine,0,4.79,0.5,0,28,1.0,3078,Noun,4511,4
wolf,0,4.79,0.83,0,28,1.0,1034,Noun,4702,4
bank,0,4.78,0.61,0,32,1.0,4334,Noun,2924,4
boardwalk,0,4.78,0.42,0,27,1.0,94,Noun,29496,9
canvas,0,4.78,0.7,0,27,1.0,216,Noun,10683,6
cartridge,0,4.78,0.51,1,28,0.96,49,Noun,15110,9
child,0,4.78,0.58,0,27,1.0,8040,Noun,2775,5
garment,0,4.78,0.64,0,27,1.0,71,Noun,19002,7
hillside,0,4.78,0.51,0,27,1.0,62,Noun,18573,8
parachute,0,4.78,0.8,0,27,1.0,162,Noun,13561,9
pasture,0,4.78,0.51,0,27,1.0,78,Noun,20787,7
puppy,0,4.78,0.7,0,27,1.0,584,Noun,17022,5
redhead,0,4.78,0.51,0,27,1.0,186,Noun,26705,7
ropes,0,4.78,0.58,0,27,1.0,303,Noun,14607,5
seat,0,4.78,0.58,0,27,1.0,4018,Noun,2835,4
stump,0,4.78,0.8,0,27,1.0,125,Noun,22475,5
sweater,0,4.78,0.8,0,27,1.0,704,Noun,14329,7
tavern,0,4.78,0.42,0,27,1.0,158,Noun,13090,6
anchor,0,4.77,0.77,0,30,1.0,378,Noun,8133,6
aquarium,0,4.77,0.86,2,28,0.93,141,Noun,18257,8
casino,0,4.77,0.51,0,26,1.0,1039,Noun,9270,6
comics,0,4.77,0.65,0,26,1.0,221,Noun,5888,6
cricket,0,4.77,0.68,0,30,1.0,144,Noun,4533,7
crossbow,0,4.77,0.67,0,31,1.0,56,Noun,28692,8
crotch,0,4.77,0.51,0,26,1.0,140,Noun,28629,6
deck,0,4.77,0.5,0,30,1.0,1212,Noun,5877,4
denim,0,4.77,0.63,0,30,1.0,33,Noun,26762,5
driveway,0,4.77,0.68,0,30,1.0,343,Noun,11202,8
fountain,0,4.77,0.59,0,26,1.0,352,Noun,9545,8
ground,0,4.77,0.57,0,30,1.0,3696,Noun,2598,6
hammer,0,4.77,0.82,0,30,1.0,636,Noun,8691,6
lever,0,4.77,0.65,0,26,1.0,163,Noun,15929,5
organ,0,4.77,0.59,0,26,1.0,370,Noun,5812,5
pillar,0,4.77,0.57,0,30,1.0,81,Noun,14809,6
plate,0,4.77,0.68,0,30,1.0,1308,Noun,5127,5
playground,0,4.77,0.63,0,30,1.0,260,Noun,14705,10
ponytail,0,4.77,0.63,0,30,1.0,51,Noun,18865,8
pool,0,4.77,0.59,0,26,1.0,2396,Noun,4770,4
priest,0,4.77,0.57,0,30,1.0,1336,Noun,5011,6
straw,0,4.77,0.65,0,26,1.0,318,Noun,13137,5
streets,0,4.77,0.63,0,30,1.0,1611,Noun,4534,7
swimmer,0,4.77,0.5,0,30,1.0,190,Noun,13361,7
tequila,0,4.77,0.65,0,26,1.0,299,Noun,26791,7
wolverine,0,4.77,0.63,0,30,1.0,32,Noun,22162,9
alcohol,0,4.76,0.51,0,29,1.0,845,Noun,6544,7
armor,0,4.76,0.51,0,29,1.0,372,Noun,8177,5
bats,0,4.76,0.69,0,29,1.0,309,Noun,12236,4
classroom,0,4.76,0.51,0,29,1.0,227,Noun,9823,9
clothes,0,4.76,0.69,0,29,1.0,5158,Noun,4253,7
drink,0,4.76,0.69,0,29,1.0,12617,Noun,4392,5
factory,0,4.76,0.79,0,29,1.0,857,Noun,4713,7
forest,0,4.76,0.64,0,29,1.0,963,Noun,3224,6
greenhouse,0,4.76,0.83,0,29,1.0,112,Noun,16635,10
grove,0,4.76,0.58,1,30,0.97,197,Noun,7676,5
hilltop,0,4.76,0.44,0,29,1.0,28,Noun,25566,7
ivory,0,4.76,0.64,0,29,1.0,71,Noun,11554,5
mandolin,0,4.76,0.69,0,29,1.0,24,Noun,17687,8
photographer,0,4.76,0.58,0,29,1.0,465,Noun,8088,12
plant,0,4.76,0.83,0,29,1.0,1408,Noun,3269,5
powder,0,4.76,0.6,0,25,1.0,818,Noun,9898,6
skyscraper,0,4.76,0.83,0,29,1.0,40,Noun,24581,10
soccer,0,4.76,0.58,0,29,1.0,640,Noun,4715,6
string,0,4.76,0.58,0,29,1.0,646,Noun,5164,6
syrup,0,4.76,0.79,0,29,1.0,260,Noun,23353,5
